fj_article,wikidata,wikidata_label,DOI
https://w3id.org/reproduceme/article_2746,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1937,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1308,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2949,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2886,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1733,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1146,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_97,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1957,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2055,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2100,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1403,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2324,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2675,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2525,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2084,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2178,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1154,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3311,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1635,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2910,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1429,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2654,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2157,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1976,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_941,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2663,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1042,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2959,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_215,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1245,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3460,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2019,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_833,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2648,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2659,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3072,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2849,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1897,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_690,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3067,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2211,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_73,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1423,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2830,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2175,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_300,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_519,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1659,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2241,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_597,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2839,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2769,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2381,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1305,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2993,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_853,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3240,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2783,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3114,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1344,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3418,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2745,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_273,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1477,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3002,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1336,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3212,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2034,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_107,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1789,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_234,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3269,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1155,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2363,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_341,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_635,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1870,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2291,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1903,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2988,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2293,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2920,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1412,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_217,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2698,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2298,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2489,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3003,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_414,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2097,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2057,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2549,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_274,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2545,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_3042,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2271,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1200,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_2358,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
https://w3id.org/reproduceme/article_1269,http://www.wikidata.org/entity/Q7397,കമ്പ്യൂട്ടർ സോഫ്റ്റ്വെയർ,
